,disease,symptom,description,weight,precautions,unique_id,metadata,embedding
0,(vertigo) paroymsal  positional vertigo,vomiting,Benign paroxysmal positional vertigo (BPPV) is one of the most common causes of vertigo â€” the sudden sensation that you're spinning or that the inside of your head is spinning. Benign paroxysmal positional vertigo causes brief episodes of mild to intense dizziness.,5.0,"['lie down', 'avoid sudden change in body', 'avoid abrupt head movment', 'relax']",(vertigo) paroymsal  positional vertigo-vomiting,"{'disease': '(vertigo) paroymsal  positional vertigo', 'symptom': 'vomiting', 'description': ""Benign paroxysmal positional vertigo (BPPV) is one of the most common causes of vertigo â€” the sudden sensation that you're spinning or that the inside of your head is spinning. Benign paroxysmal positional vertigo causes brief episodes of mild to intense dizziness."", 'weight': 5.0, 'precautions': []}","[-7.82617554e-03  8.14886242e-02  1.20842236e-03 -3.72898653e-02
 -5.06811291e-02 -2.50858944e-02  2.34751236e-02  4.85517038e-03
 -2.52755135e-02  3.19879997e-04  1.96126741e-04 -4.14800718e-02
 -7.55565707e-03 -2.02507712e-03  7.25404266e-03  8.84973630e-03
  2.23780759e-02 -1.72691215e-02 -3.10390140e-03  1.49513986e-02
  1.90263446e-02 -4.65075299e-02 -1.07702380e-02  1.17945978e-02
 -2.96945195e-03  1.68813560e-02 -2.20956486e-02 -1.59230176e-02
 -1.46946814e-02 -7.15346038e-02 -2.99227592e-02  1.41819883e-02
  2.45521795e-02  1.27995582e-02 -1.48066515e-02  3.14080133e-03
 -6.36709388e-03 -3.74544761e-03 -3.27642076e-02  1.22999111e-02
 -1.02032516e-02  1.92055274e-02 -5.68652041e-02 -6.19985163e-03
  1.55468937e-02 -1.58236697e-02  1.37256263e-02  2.92186141e-02
 -2.46878024e-02 -1.43175749e-02  4.81903786e-03 -1.32108023e-02
 -2.56882166e-03 -3.07109151e-02 -1.25059020e-02 -3.55247296e-02
 -4.63079736e-02  4.90369368e-03  4.38899314e-03  6.96911523e-03
 -1.05286494e-03  3.96670960e-03  1.23722684e-02 -8.88277125e-03
  6.63995519e-02  2.60693915e-02 -1.29939895e-03  2.77945139e-02
 -3.12777013e-02 -2.68071564e-03  8.38468689e-03 -1.62967835e-02
  1.87145323e-02 -4.65486286e-04  5.93042176e-04 -3.35040502e-02
  9.09069926e-03 -4.45910208e-02 -1.06115686e-02  4.99453954e-03
 -2.35205377e-03 -1.06018959e-02  1.45791695e-02  3.09475902e-02
  1.42923230e-02 -5.12106344e-03 -2.09453404e-02  9.52811074e-03
  2.87579820e-02 -9.63419955e-03 -1.10020814e-02  3.53432000e-02
  4.60645836e-03 -1.66353043e-02 -2.04757042e-02 -1.96694513e-03
 -2.73758322e-02 -1.18131964e-02  2.61313301e-02 -2.49999519e-02
 -3.86326574e-02 -3.56102921e-02 -1.31847700e-02  1.31277898e-02
  4.97068390e-02  9.62785166e-03 -1.51915178e-02 -2.13876087e-02
  3.75399217e-02 -2.43476294e-02  9.93462559e-03  3.88199389e-02
 -9.69270803e-03 -4.75039445e-02 -3.24248336e-02  2.07384229e-02
  5.46944253e-02  4.67284024e-02  2.83800624e-02 -3.90289389e-02
 -2.77703591e-02 -1.58649422e-02 -1.01187760e-02 -5.40670380e-03
 -1.35884937e-02 -1.46708684e-02 -8.19650441e-02 -6.77244887e-02
 -5.29893208e-03  1.56517923e-02  2.32801642e-02  2.16119806e-03
  4.45163958e-02  2.81131063e-02 -2.29687486e-02  3.28822248e-02
 -5.16920649e-02  5.38166519e-03  2.48168799e-04 -2.78470628e-02
 -2.06447253e-03  4.33086045e-02 -3.17280069e-02  5.97557724e-02
  2.16502473e-02  1.49404993e-02 -9.40041337e-03  4.09551673e-02
 -1.77057497e-02 -1.47225782e-02  4.37504463e-02 -3.69229075e-03
 -3.68338227e-02  3.21706794e-02  7.80419121e-03 -9.47512512e-04
  8.44537932e-03 -7.94015266e-03  1.36624752e-02 -8.29194498e-04
  3.79532464e-02  2.18419377e-02 -3.22130434e-02  1.69664249e-02
  4.15051766e-02  2.01080833e-02 -4.91404384e-02 -3.49943852e-03
 -2.69085309e-03 -5.44885267e-03 -4.07056920e-02  5.09512564e-03
  4.82418668e-03  5.50273880e-02  6.08639419e-02 -3.22448984e-02
 -3.99711765e-02 -9.91045032e-03  7.60081876e-03  1.30388211e-03
 -3.38148847e-02 -2.32148636e-02 -3.57454196e-02  1.41583811e-02
 -2.77839433e-02  2.88076252e-02  2.12060083e-02 -2.01468170e-03
  1.68055352e-02  3.00637372e-02 -1.84520253e-03  7.92357419e-03
 -2.74632052e-02  1.79988518e-02  3.84952966e-03 -2.35307943e-02
 -5.16617931e-02 -6.19086111e-03  6.28661439e-02  5.63184125e-03
 -4.94037867e-02  3.35751027e-02  3.86427678e-02  1.72568206e-02
 -1.46526201e-02  1.30918678e-02 -3.84049630e-03  5.75625934e-02
 -1.29885308e-03  6.77267611e-02 -1.07577592e-02  1.79315861e-02
  3.18533042e-03  6.33934513e-03 -6.24324894e-03 -2.09622290e-02
  2.06799898e-02 -3.52272950e-02  4.61804634e-03  1.43836178e-02
 -2.67332047e-02 -2.52011344e-02 -1.43574439e-02  2.63999365e-02
  1.35020940e-02  5.27330376e-02  1.81084201e-02  4.65667918e-02
 -1.05823940e-02 -2.62014847e-02 -2.74191814e-04  2.56531388e-02
  1.55726401e-02  5.40370010e-02 -5.07301763e-02 -1.87829901e-02
 -1.99851673e-02 -9.43196192e-03  1.58636011e-02 -2.77266782e-02
  1.89940445e-02  1.71396844e-02  3.35467458e-02 -5.95813384e-03
 -1.04748802e-02 -2.64687873e-02  1.13687757e-02  2.17076726e-02
 -8.18694383e-03  1.83465853e-02  5.79102188e-02  2.58348845e-02
 -1.87488124e-02 -9.27348156e-03  3.57434973e-02 -4.15567029e-03
  7.50655122e-03 -1.39581170e-02  2.38960702e-02  3.96535061e-02
 -3.48198190e-02  7.09628686e-02  6.34471253e-02  1.48190130e-02
  4.54668999e-02  2.45061200e-02  2.26248871e-04  4.11724374e-02
  1.92436241e-02  3.38066407e-02  4.06527705e-02  6.27438724e-03
 -1.85751896e-02 -3.36574242e-02 -2.32882090e-02 -5.99130914e-02
  2.96966359e-02  1.53032597e-02 -2.85673626e-02 -2.39051655e-02
 -1.91574618e-02  2.06109732e-02 -6.12053555e-03  2.09833439e-02
  4.73060198e-02 -2.16675736e-02  3.79645755e-03  6.33389205e-02
 -1.91286337e-02 -2.20469348e-02 -2.58618463e-02 -2.06904020e-02
  9.08183493e-03  2.80678680e-04 -1.69568118e-02 -2.71288995e-02
  2.76935231e-02  3.05845588e-02  1.79523416e-02 -4.69089188e-02
  1.48488078e-02  1.07441400e-03 -5.85474446e-03  4.67141755e-02
  4.20580357e-02 -3.07171158e-02  4.15519066e-02 -2.31706351e-02
 -1.03712734e-03 -2.77018882e-02  5.23530543e-02 -3.51110706e-04
  1.31555768e-02  1.07192900e-02 -1.40332524e-02 -1.73252393e-02
 -2.15202104e-02  1.84336659e-02 -1.26445862e-02  1.19948331e-02
  9.70347505e-03 -2.82114930e-02  1.93868075e-02 -2.15553679e-02
 -1.81197990e-02 -2.71220785e-02 -1.63380578e-02  1.28697827e-02
  5.95864723e-04  5.98379858e-02 -4.42152247e-02  2.23412570e-02
 -4.07714024e-02 -1.28999325e-02  6.40458316e-02  7.24869221e-02
  4.13713977e-03 -4.81583960e-02  2.16017310e-02 -1.68091394e-02
 -1.07402811e-02  1.01199942e-02 -3.46568367e-03 -9.26796906e-03
 -2.01702807e-02 -4.08715233e-02 -2.78320517e-02  3.27522866e-02
 -6.77338894e-03 -7.76692107e-02  3.08522787e-02  5.91840735e-03
 -4.55860747e-03 -9.44400020e-03 -3.52110551e-03  3.02163279e-03
  1.11182956e-02 -1.37183676e-02 -2.77171610e-03  1.00021157e-02
 -2.75746901e-02  4.12882008e-02 -6.05833810e-03  9.20499500e-04
  3.28867650e-03  6.45864308e-02 -9.15730745e-03  3.10274512e-02
  5.18291295e-02 -6.72254860e-02 -1.91730876e-02  9.62165277e-03
  5.25809266e-02  2.26230524e-03 -1.07229678e-02 -6.69891597e-04
 -7.73133524e-03  1.51391979e-02  1.89560968e-02 -2.69509796e-02
 -4.97108093e-03 -4.52822559e-02  1.10403756e-02  2.20729467e-02
  1.05747143e-02  4.03613821e-02  3.78736369e-02 -5.77588044e-02
 -1.86130479e-02  2.65109297e-02 -4.84815892e-03 -1.64439175e-02
  3.66120948e-03 -2.64503118e-02  5.78253809e-03 -7.25524093e-04
  3.78666632e-02  1.64273661e-02 -2.68834904e-02  2.91743856e-02
  1.25684664e-02 -2.62194537e-02 -1.86214279e-02  7.57610202e-02
  2.53112130e-02  1.67847034e-02  3.92369516e-02 -2.35187951e-02
 -2.30694152e-02 -1.69127267e-02 -1.72321126e-02 -6.94129150e-03
  7.73955742e-03 -1.63267851e-02  2.46129837e-02 -2.64406670e-02
  9.45279282e-03 -8.72647855e-03  1.67939230e-03 -1.98457409e-02
  4.09698486e-02 -1.14908656e-02  4.71847057e-02 -1.37433447e-02
 -1.92825205e-03  2.08473038e-02 -4.34880033e-02 -2.16358621e-02
 -8.86983611e-03 -1.75525118e-02 -7.81865325e-03  3.59100988e-03
  6.27634823e-02  2.04437505e-02  1.56019172e-02 -6.35579601e-02
 -1.16221365e-02 -2.78947805e-03  2.75445115e-02  2.73121754e-03
  3.95620577e-02 -2.51763109e-02  1.29890600e-02 -2.07302589e-02
  4.85666608e-03  1.57124177e-02 -5.25911944e-03 -2.04071980e-02
 -1.75130200e-02 -1.64516352e-03 -3.40948515e-02  2.12518554e-02
 -6.36378676e-02 -7.62213580e-03  2.04497373e-05  5.05518494e-03
 -6.55001262e-03 -9.85022727e-03 -5.54273231e-03  3.25006135e-02
 -2.23895069e-02  5.53689413e-02 -6.16931804e-02  5.05503155e-02
 -5.51540311e-03  3.32423151e-02 -9.05172992e-03 -1.09133394e-02
 -2.93442365e-02 -1.86202265e-02 -3.58986296e-02  1.81575690e-03
 -1.19159613e-02 -1.77583117e-02  3.19102108e-02 -2.60312837e-02
  2.33002957e-02 -9.13850404e-03  1.74708012e-02 -2.54947003e-02
  2.07634307e-02  3.11814658e-02  2.87890751e-02  9.69176833e-03
 -4.32157554e-02 -1.39927063e-02  1.57739350e-03 -2.37612724e-02
  1.03553841e-02 -3.45726572e-02  2.79843807e-02  6.13516523e-03
  1.71691105e-02  5.53873694e-03 -1.70197450e-02 -2.96010990e-02
 -1.08091803e-02 -4.23941426e-02 -7.98998252e-02 -1.40216853e-02
 -1.37913516e-02  2.03043763e-02  9.75540373e-03 -2.51405258e-02
 -4.82636057e-02 -2.52922252e-02 -4.16530631e-02  3.99267897e-02
 -9.88975074e-03  1.47586931e-02  2.76245493e-02 -1.27683405e-03
 -2.14527436e-02 -8.03791545e-03  1.14157991e-02  3.44690643e-02
 -2.04617949e-03  8.10243655e-03  2.05764193e-02 -5.98113751e-03
 -2.82430518e-02  2.48541050e-02  2.16476936e-02  3.08818929e-02
  3.88042652e-03 -1.95598900e-02 -1.19635230e-02  1.48865348e-02
 -3.03154588e-02  3.89331356e-02 -1.45217469e-02  5.28967474e-03
 -5.70277236e-02 -1.61487248e-03  5.36711141e-03 -2.40443535e-02
  8.23674276e-02 -3.15661589e-03 -1.34851236e-03  2.93334965e-02
 -3.79291887e-04  4.57147062e-02 -2.24375334e-02 -2.57890578e-02
  4.67990786e-02  4.10409225e-03 -1.30405826e-02  1.10309664e-02
  8.11567251e-03 -3.78646292e-02 -7.39753107e-03 -2.17919610e-02
  3.69123332e-02 -2.18037032e-02 -7.01815030e-03 -4.26734500e-02
 -9.55366530e-03  7.55244307e-03  1.25824846e-02 -8.26720323e-04
  8.53906851e-03 -2.43923906e-02 -2.40090340e-02 -1.43471388e-02
 -1.04889302e-02 -2.65382342e-02  9.35646892e-03  2.93676998e-03
  9.91293043e-03  2.04271916e-02  1.49958991e-02  3.89042571e-02
 -3.75042073e-02 -1.76641960e-02  3.38808522e-02  3.92127708e-02
  1.36308707e-02 -2.32596844e-02 -7.95142073e-03 -4.07424523e-03
 -3.75582948e-02  3.62883694e-02  2.89922003e-02  3.18038166e-02
 -2.93810572e-02 -7.38007799e-02  1.50656048e-02  7.37376045e-03
 -2.51662219e-03 -2.43938062e-03  1.25004472e-02 -3.19400989e-02
 -1.59305613e-02  2.92135682e-02 -2.11451482e-03 -1.57038041e-03
 -3.89110483e-02  3.69392335e-02 -1.20388176e-02  5.15649170e-02
 -1.07138054e-02  2.53930893e-02 -2.19171494e-02 -8.22922774e-03
  2.23574229e-03  1.98006034e-02 -1.87695604e-02 -7.38682151e-02
 -1.60692073e-02  4.19826321e-02  2.13359240e-02  3.55808139e-02
 -3.81361917e-02 -3.74785028e-02  2.32162140e-02  2.82587390e-02
  4.03991947e-03 -1.28407078e-02  2.78659980e-03 -2.65114252e-02
  5.87493554e-03  6.19544787e-03  2.62958426e-02  6.01108745e-02
  1.21241743e-02  1.38663473e-02 -3.83345000e-02 -7.73597136e-03
  6.31591352e-03 -3.97684798e-03  2.30454523e-02 -4.59036883e-03
  5.48543734e-03 -4.44192402e-02 -2.55155303e-02 -1.00074541e-02
  4.96887788e-02 -2.85190693e-03 -2.59854794e-02  4.20441432e-03
 -1.14135407e-02  1.27014145e-02  1.46391485e-02  2.65434049e-02
  5.03037684e-03 -5.47187850e-02  2.63967030e-02 -2.92428415e-02
  2.99077425e-02  3.78618129e-02  3.87020484e-02  3.03705018e-02
 -1.71049424e-02  3.04430653e-03  5.77197373e-02 -2.16785725e-02
 -2.96524297e-02 -2.67261341e-02 -1.31374896e-02  3.75651903e-02
  1.01700239e-02 -4.22015227e-02  3.54426913e-03  6.67374283e-02
  4.27994039e-03 -3.40660475e-02 -1.00865308e-02  8.64492636e-03
  6.25356147e-03 -1.80597156e-02 -1.80769954e-02  6.67147804e-03
  1.16695662e-03  1.94304101e-02 -2.48886198e-02 -2.39341594e-02
 -1.09983776e-02  2.12347135e-02 -1.51599087e-02 -1.74832586e-02
 -4.69365120e-02  2.31708214e-02  1.64310180e-03  5.98595571e-03
 -1.25647280e-02  1.46185188e-02 -1.48864808e-02 -5.57738682e-03
 -1.99688133e-02 -9.15522594e-03 -3.95346880e-02  3.13510038e-02
  2.01170035e-02 -3.42349634e-02  2.06117593e-02 -2.40106732e-02
  2.24119015e-02 -8.84022098e-03  6.26948336e-03  2.33494230e-02
 -8.92926380e-03  2.06083339e-02  8.48655868e-03 -7.67585915e-03
  6.16128035e-02  8.43599811e-03 -1.70438848e-02  1.31719606e-02
 -2.64631934e-03 -1.31284567e-02 -3.65409963e-02  1.88568980e-02
 -2.90753525e-02  9.83145367e-03 -3.77907185e-03  4.41794097e-02
 -3.54791842e-02  6.69919280e-03 -4.13365476e-02  5.01120985e-02
 -1.56749953e-02  2.42739003e-02  9.11367498e-03 -1.87992342e-02
 -1.48205832e-02 -3.72644514e-02  2.93597719e-03  1.63269658e-02
 -3.82943973e-02 -2.45371871e-02  1.30447024e-03  1.58810094e-02
 -1.18560428e-02  8.88495008e-04 -2.88299704e-03  1.93286557e-02
  1.20694013e-02 -4.43138974e-03  1.52797997e-03 -1.18546458e-02
 -1.62455384e-02  5.43797622e-03 -1.77445728e-02 -2.74574314e-03
  4.10011671e-02  1.72667056e-02 -1.40198637e-02  1.94156189e-02
 -9.94496979e-03 -1.05272299e-02  7.06943823e-03 -9.07600392e-03
  8.45311861e-03  5.61492844e-03  3.26256128e-03 -1.76572762e-02
  4.03071418e-02 -2.78076138e-02 -1.36388084e-02  3.04660928e-02
 -3.02915629e-02 -8.10716953e-03  5.19230170e-03  2.19485369e-02
 -1.38854329e-02  1.21718971e-02 -2.50609182e-02  1.80256478e-02]"
1,(vertigo) paroymsal  positional vertigo,headache,Benign paroxysmal positional vertigo (BPPV) is one of the most common causes of vertigo â€” the sudden sensation that you're spinning or that the inside of your head is spinning. Benign paroxysmal positional vertigo causes brief episodes of mild to intense dizziness.,3.0,"['lie down', 'avoid sudden change in body', 'avoid abrupt head movment', 'relax']",(vertigo) paroymsal  positional vertigo-headache,"{'disease': '(vertigo) paroymsal  positional vertigo', 'symptom': 'headache', 'description': ""Benign paroxysmal positional vertigo (BPPV) is one of the most common causes of vertigo â€” the sudden sensation that you're spinning or that the inside of your head is spinning. Benign paroxysmal positional vertigo causes brief episodes of mild to intense dizziness."", 'weight': 3.0, 'precautions': []}","[-0.03614032  0.07460576  0.00527936 -0.02447595 -0.04462823 -0.02160154
  0.01050619 -0.02033456 -0.03843893  0.01964088 -0.00790263 -0.01208394
 -0.00292551 -0.00617114  0.03668151  0.01222599  0.04114734 -0.03646198
 -0.0382085   0.01237522  0.01914544 -0.03350255 -0.01686801 -0.0003763
 -0.02005415  0.0109654  -0.04530374  0.01806938 -0.0296793  -0.02479145
 -0.01630753  0.02362372 -0.02319615 -0.01133872  0.01537448  0.05086723
 -0.01619974  0.00670592 -0.0063332  -0.02906353  0.04407158  0.04908963
 -0.04861096 -0.00356578  0.01741715  0.00127838  0.01212936 -0.01333822
 -0.0096389  -0.00876663 -0.03075817  0.00043366  0.02184477 -0.02313525
 -0.0110337  -0.01211417 -0.0134761   0.0353572  -0.0024452   0.00576601
  0.00083532 -0.02052205 -0.02225964 -0.0161538   0.0293411  -0.00512571
  0.00122562  0.0148178  -0.03241071  0.01967319  0.01966578  0.01174134
  0.01708354 -0.03124126 -0.02879077 -0.00502613  0.00330929 -0.04127881
 -0.02806373 -0.00839723 -0.02017541 -0.02679545  0.06771203 -0.00824999
 -0.03235485 -0.0144343  -0.02511793  0.03686997  0.01674621  0.02606552
  0.00971581  0.00719898  0.00729114 -0.01141053 -0.01919036  0.00275622
  0.01482969 -0.01766203  0.00576942 -0.01836771  0.04295561 -0.04547166
  0.0160816  -0.00651516  0.05140539 -0.01513072 -0.00611224 -0.01809302
  0.01184911  0.03536828 -0.01620556  0.030875    0.02687224 -0.01676328
 -0.02379502  0.02211314  0.02629346  0.00716163  0.03999209 -0.0082418
 -0.02321699 -0.04173722 -0.03020751 -0.00517654  0.00824258  0.00433325
 -0.04714453 -0.05217592 -0.02655318 -0.04454797 -0.01243454 -0.01674436
  0.02639254  0.0190046   0.00764359  0.01799806 -0.00635283 -0.02115599
 -0.01252541 -0.01367614 -0.00809245  0.01958994 -0.02194916  0.03253413
  0.03505362 -0.01323671 -0.01123789  0.00415404  0.02524475  0.02692329
  0.00139143  0.03241945  0.00365031  0.00335479  0.01637133 -0.01119321
 -0.00948804  0.01113713 -0.00654102 -0.01038764  0.02949251  0.00381553
 -0.0188962   0.04516175 -0.01092334  0.0207517   0.00153051  0.00945068
  0.01525236  0.01258237 -0.01910644 -0.00641321  0.02283198  0.0046915
  0.01989205 -0.00848955 -0.01815447  0.0148112  -0.02484226  0.00912835
 -0.04241228 -0.02503847 -0.0641607  -0.00780766  0.01527718  0.02318611
  0.00735883 -0.01164     0.01551612 -0.00919762  0.03956822  0.03118974
 -0.01293979  0.00543247  0.00832167  0.00529718 -0.05300127 -0.00867772
  0.00702729 -0.00644136 -0.01710559  0.01738025  0.04777722  0.02443148
 -0.00891888  0.00658119 -0.01364585  0.03734031 -0.02563818  0.03907024
 -0.01767444 -0.00740104 -0.00952731  0.01785816  0.01072168 -0.01907692
  0.00516338 -0.03794629 -0.01053783  0.01755311  0.00894853  0.0158466
  0.01343016  0.03609291 -0.01936201  0.05232987  0.00010589  0.01251396
 -0.01460866 -0.03195173  0.03302072  0.0247866   0.03140931  0.05169479
 -0.01835571  0.02099125  0.00602699 -0.0429696   0.00287332 -0.01957522
 -0.01750004 -0.00475575  0.01583487  0.01327712 -0.00204263 -0.01559249
  0.00561258  0.00815118  0.01357434  0.037517    0.00697576  0.02918903
 -0.05787753  0.0217304   0.01629882  0.00495863  0.04325734 -0.01838288
  0.01420528  0.00544369 -0.04969879  0.08184187  0.06307114  0.00941913
 -0.01460638  0.02418227  0.04391435  0.02493707  0.01266907  0.02788988
  0.00471087 -0.00292876 -0.00846463 -0.01362134 -0.02574225 -0.02526837
 -0.01799658  0.02987393  0.00232787 -0.02463179  0.01781956 -0.01583774
 -0.03718907  0.02020323  0.03004167 -0.02412792 -0.0071351   0.02697618
 -0.00110165 -0.04095849 -0.02077429 -0.02739562  0.01683436 -0.0397405
 -0.00875505 -0.023278    0.05675516  0.02177731  0.00528825 -0.02359193
  0.0200906   0.00707071 -0.01555928  0.04122786  0.01321933 -0.01136393
  0.0269886  -0.04925106 -0.0060041  -0.0290982   0.03130191 -0.00545055
 -0.03385586  0.01508181 -0.02895278 -0.00414316 -0.00376357 -0.0068358
 -0.01874164  0.01871927  0.00015008 -0.03058488  0.0203251  -0.0320051
 -0.02586452 -0.03896557 -0.01462079 -0.0274451   0.01041558  0.05747851
 -0.02911232  0.00724148 -0.04138914  0.01665934  0.02022655  0.0452508
 -0.0173687   0.01327875  0.00352314  0.00626161 -0.03004508  0.01248541
  0.03149915  0.00792402 -0.00287285 -0.04041597  0.00478874  0.03532612
 -0.01804119 -0.06041426  0.07896569  0.0060309  -0.00673399 -0.00061452
 -0.02109983  0.02673387 -0.01114223 -0.00235498 -0.01802164  0.00207043
  0.0064357   0.01831139 -0.00942066 -0.00526848  0.04651369  0.03415925
 -0.07496748  0.00166158  0.04516139 -0.03539474  0.01996891 -0.00549887
  0.04991293  0.01991956 -0.02074135 -0.00409838  0.03116271  0.01347486
  0.04373158 -0.00845885 -0.0053974  -0.03821994  0.0061365   0.02125411
  0.01551625  0.02433663  0.05239831 -0.04524556  0.03549863 -0.00132828
  0.01689127  0.00988546  0.01021866 -0.01445837 -0.01812353  0.0299981
  0.00279902  0.04581618  0.01040141 -0.03263466  0.0096036  -0.05797145
 -0.0424784   0.05712893  0.01700591 -0.0224613   0.06756461 -0.00786028
 -0.01194645 -0.00155872 -0.0009877   0.00063555 -0.01707289  0.01371166
 -0.005659   -0.01216679  0.02216271  0.00254344 -0.01243313 -0.02094244
  0.05176968  0.01673867 -0.02336899 -0.06715906 -0.01815825  0.06199693
 -0.0230928  -0.05344673 -0.02604832  0.00131749  0.00854194 -0.03163408
  0.00256322  0.05832016 -0.03947068 -0.03878811  0.00307265  0.03185622
  0.00579625 -0.01001259  0.0651023   0.01564987 -0.00963653 -0.03122128
 -0.02931945  0.00966779  0.02880877  0.0378457   0.04179333  0.00938326
  0.01468293  0.02292222 -0.01421932  0.01000024 -0.03348518 -0.02941054
  0.01029413 -0.01504765  0.00071437  0.04243233 -0.02132173  0.02683445
 -0.02823851  0.09125637 -0.020623    0.01952665 -0.01033483  0.01277452
 -0.02227116 -0.011095   -0.00558907 -0.00984032 -0.00282271  0.01775897
  0.01784058 -0.02916943  0.00358044  0.00689195  0.04508714  0.01183621
 -0.01446594 -0.01985363 -0.00820816  0.03627345 -0.01918261  0.01380651
  0.02741212  0.00339045 -0.00642891 -0.01319296  0.03641634  0.00565988
  0.01523911 -0.04149624  0.01428387 -0.05415585 -0.01472829 -0.00922683
  0.00531167 -0.02787255 -0.02812978  0.02729833  0.00579382 -0.0123654
 -0.02311277 -0.02163294 -0.04798361  0.01529759 -0.02521454  0.0230174
  0.04564963  0.01837911 -0.04450969 -0.01611324  0.01388048  0.03335641
 -0.01108975 -0.01070776  0.01193682  0.02161972 -0.03099692  0.01502439
  0.02983622  0.00933139 -0.0179272  -0.03480448 -0.01675361 -0.00582448
  0.01082675  0.02810861 -0.02354618 -0.0141756  -0.01874762 -0.02708964
  0.00208069  0.01151536  0.01543988  0.00979027  0.01426627  0.0247586
 -0.03222566  0.00963044  0.02731731 -0.0380425   0.01430027 -0.01519419
  0.0088575   0.02754705  0.02462584 -0.05361227 -0.01973256 -0.04288627
  0.03281204  0.03606337  0.00124885 -0.02220108  0.00176796  0.0249194
  0.00193427 -0.02298746 -0.00735825 -0.02045063  0.00391834  0.00834989
 -0.01422115 -0.00903501 -0.00771021 -0.00408884  0.02084834 -0.02113199
  0.02880942  0.0025879  -0.04293455  0.01404815  0.00716855  0.02006673
  0.02148144 -0.02911137  0.00261198  0.01051426 -0.00776934  0.0181449
  0.01506175  0.01261119 -0.03068328 -0.0252536   0.05108264  0.00037791
  0.00738868  0.00166223 -0.02146831 -0.00156251  0.02917649  0.01489369
 -0.00018568  0.03247143  0.01139321  0.01605533 -0.02634998  0.04107432
 -0.01760988  0.04392183  0.01459742 -0.01707529 -0.00084108  0.03890562
 -0.03521171 -0.05275236 -0.00278486  0.00876836  0.0276015   0.00498383
 -0.02274303  0.01315723  0.03076909 -0.01387465 -0.00805215 -0.06722394
  0.00539283  0.00056092  0.00400198  0.03206399  0.02512553  0.05734879
  0.01428487  0.0410969  -0.0066301   0.03583707 -0.00223477 -0.00488343
  0.01926778 -0.03706038  0.04087842 -0.03369159 -0.0254464   0.02177468
  0.02595981  0.00583363 -0.01477141 -0.02582383 -0.02758277  0.02272153
  0.04437621  0.0355798  -0.00696506 -0.04943164  0.0128787  -0.05462222
  0.04584424  0.04099898  0.01394226  0.00391214 -0.0159652  -0.00435879
  0.03131734 -0.00771124  0.00438593 -0.01066702  0.01855654  0.02392211
  0.00115517 -0.02255839  0.0099728   0.06236248  0.01613058  0.01026819
 -0.01135486  0.02293711 -0.02853812 -0.06075304 -0.03187716  0.01484741
 -0.01483717 -0.0018034   0.03031041  0.01200367 -0.01059513 -0.00795098
 -0.06435567 -0.01897927 -0.02659799  0.02293012 -0.03105463 -0.01267617
 -0.02332633  0.00522491  0.00716603  0.03312621  0.00854378  0.01843662
 -0.03412535  0.02739453 -0.00667712 -0.02042791  0.03440627 -0.04585507
  0.0096609   0.02027795 -0.00586598  0.02808844 -0.05588128 -0.00684664
  0.02806075 -0.0147744   0.02099523  0.01385716 -0.02745058  0.02134988
 -0.00229865 -0.05495517  0.00093687  0.00500103 -0.01631953 -0.00893494
 -0.0073063   0.04895224 -0.00310869 -0.01144827 -0.09574215  0.0143062
 -0.02950019  0.00122882 -0.02276719 -0.00754538 -0.02382605  0.01353125
 -0.01470088  0.00757955 -0.03438535 -0.00371549  0.00413332  0.0625783
  0.02510138 -0.00950166 -0.02869575 -0.00639095  0.00239487 -0.00882812
 -0.01762505 -0.00486709  0.02076244 -0.04594412 -0.00575617  0.01867686
  0.02193483  0.00665207 -0.07272     0.02430159 -0.03860977 -0.01307223
 -0.01584719 -0.01643341  0.0142107  -0.01779566 -0.00880467 -0.00675552
  0.04028883 -0.02578114  0.01949148 -0.01546932  0.01948362 -0.02973459
  0.00749586  0.01100332 -0.02304416 -0.00222596 -0.0342911   0.02275311]"
